customer_id,tenure_months,contract_len_months,annual_revenue,num_projects,industry_risk,usage_mean_12m,usage_std_12m,usage_last_3m_mean,support_calls_12m,bill_mean_12m,churn,usage_seq,support_calls_seq,bill_seq
C00000,39,36,35101.21,3,0.5558082584400276,116.39818625523384,11.09302731611149,107.12309780136583,10,61.677772039429875,1,"[125.06376047241432, 123.43990061860734, 118.75111763063069, 100.70469961311869, 135.1721302959767, 132.67112801347392, 108.106160959755, 117.90270402610423, 113.59734002862783, 112.82621411469844, 97.3016893029631, 111.24138998643596]","[1, 0, 1, 0, 3, 0, 1, 0, 1, 1, 1, 1]","[66.26953870137805, 65.40907806097367, 62.92455748914407, 53.36201281021171, 71.6258225896925, 70.30057643583876, 57.28394373012722, 62.474994978089214, 60.193642770410996, 59.785033926380194, 51.558805209559175, 58.94525777135298]"
C00001,18,12,10973.9,4,0.657106424899649,181.15894888111595,8.883972894807638,180.18964558959075,20,96.71865601667292,0,"[196.09801389830204, 184.8154378201081, 181.5934816153903, 166.16164615737645, 189.00321568358942, 173.88096390687056, 177.70888116695215, 182.93373927664925, 181.14307027938074, 168.79238351643994, 176.99371362139536, 194.78283963093693]","[5, 0, 2, 1, 3, 1, 1, 1, 1, 2, 1, 2]","[104.69444909524799, 98.670812938003, 96.95064799009647, 88.7117705038454, 100.90661883748461, 92.83302447836846, 94.87670498669972, 97.66619596889429, 96.71017861586697, 90.11629058564631, 94.4948853511796, 103.99229284874238]"
C00002,7,24,16867.39,4,0.20351515062821735,101.91021273599085,13.734130483212331,114.17889009278174,5,55.616909161810554,0,"[91.03765014445953, 87.31942778536389, 93.38735821990845, 106.1512547680865, 98.27805846323771, 111.26019945345003, 91.57302773531485, 97.9085030272146, 103.47040295650952, 97.36261086069942, 141.8240344776364, 103.3500249400094]","[0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 0, 0]","[49.68327101333733, 47.65407266670094, 50.96561060502835, 57.931433321048054, 53.63468197548607, 60.71961033344113, 49.97545023697419, 53.432999233749506, 56.46837395066863, 53.135081741261565, 77.39964651961238, 56.40267834441855]"
C00003,2,6,11722.72,4,0.6582063894086094,85.16958655934754,12.50789817989459,95.7471441837974,12,49.18515690314638,1,"[58.699865728235025, 81.39253591603274, 100.23410985800201, 71.22977897046755, 78.27775354761891, 87.74283311639523, 84.51715154622903, 76.85086239860189, 95.8487150791957, 87.34563681574657, 105.51018688123163, 94.38560885441399]","[1, 0, 0, 2, 2, 1, 0, 2, 0, 0, 4, 0]","[33.898979937222585, 47.003922544410614, 57.884869700262264, 41.1349637396399, 45.205145942356374, 50.671198350238285, 48.8083778228936, 44.38112098364403, 55.352318598496296, 50.44181878931791, 60.931786876968374, 54.50737955230621]"
C00004,38,36,14324.94,1,0.5586144946597362,102.37549483958476,18.16821442201218,124.12983110425598,13,47.32954177956296,0,"[83.30778666832684, 70.387971509472, 92.59809159012629, 80.01728782380428, 101.36649958579153, 108.81315836073057, 92.75192840942894, 114.32406190767878, 112.54965890689006, 120.37400025975947, 134.8528775086436, 117.1626155443649]","[0, 0, 1, 2, 1, 1, 1, 0, 1, 3, 0, 3]","[38.51428875493858, 32.54128777161331, 42.80931927596488, 36.99304773157196, 46.86306996328879, 50.30575854964322, 42.880440066910296, 52.85352195803629, 52.033192043233875, 55.65048826767181, 62.344264222025025, 54.165822749857405]"
C00005,21,36,24047.27,2,0.6420218480727907,114.0893967953492,8.80118920180443,117.39475394302934,10,58.511930772532885,0,"[120.4037408695652, 106.34405325318625, 97.20529698703334, 117.12905086676273, 108.32857425013732, 117.79958710914752, 120.9972508507224, 102.00533432267923, 126.67561120586846, 123.16693464091665, 109.33682119370778, 119.6805059944636]","[2, 2, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[61.75030763946659, 54.539650982488475, 49.85274502091722, 60.07084889809743, 55.557433164285165, 60.41474036651558, 62.05469539070145, 52.314493966725784, 64.96690140926589, 63.167440231993375, 56.0745230694026, 61.37938913053508]"
C00006,53,36,7431.18,2,0.5091143679807627,101.90172452077987,17.108122912803616,116.63172817813972,8,47.622093486434984,0,"[86.7911797950056, 64.48845188390007, 90.89230907682108, 86.69778946009357, 106.12787563439034, 93.96622308075173, 105.03195422906042, 115.51707961218462, 123.41264694273191, 107.04001910912359, 119.98585899992253, 122.86930642537308]","[1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 2, 0]","[40.5604291530209, 30.137616402991274, 42.477024411609925, 40.51678471735678, 49.59711564005043, 43.91356751971598, 49.084954811920745, 53.985005557483056, 57.67486897551668, 50.02339087759983, 56.073416040955415, 57.42094772899888]"
C00007,39,36,6901.95,3,0.41199110266060324,120.4954948547025,15.468117297966424,140.61989921963053,7,52.79018787385318,0,"[89.56359580678834, 118.43640141826457, 109.78964108504306, 102.75477054249993, 120.07343837374437, 120.3255471649786, 115.21532801578817, 124.79806421540854, 123.12945397502298, 131.0003099742853, 139.36898984511552, 151.49039783949078]","[0, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[39.238637552378876, 51.88808004409198, 48.09985457523637, 45.01781289345481, 52.60528103604962, 52.71573222320772, 50.47689807187599, 54.67518320223322, 53.94414966289296, 57.39244428527806, 61.05884013825147, 66.36934080128704]"
C00008,45,24,25994.16,4,0.6494587210246524,122.81184282342184,6.029638150218935,124.5878614839945,12,59.500699804506496,1,"[119.48438179609177, 131.0459537329599, 112.31178769878906, 123.65667221091944, 116.12196868695183, 115.92527999109026, 129.04805735530607, 126.27264913738617, 126.11177881958396, 130.98966734319256, 118.10311450004858, 124.67080260874233]","[1, 1, 0, 3, 1, 0, 3, 0, 1, 1, 1, 0]","[57.8885893178735, 63.49001671500887, 54.41356314456873, 59.91000837455861, 56.25954501378854, 56.164251964043935, 62.52206256763718, 61.177414303977066, 61.099474780662796, 63.46274670990488, 57.219383736048506, 60.40134102600529]"
C00009,10,12,14629.06,1,0.5489933142217446,77.85073055687515,8.12512729015612,71.90407626472336,9,37.80175098236328,0,"[87.11220411244247, 69.36878471265622, 68.83291377262726, 74.78103269263181, 78.88892677680104, 83.19039733866292, 93.89280724094175, 86.77376469222978, 75.65570654933867, 76.1228531587094, 65.34564498012156, 74.2437306553391]","[0, 0, 0, 1, 2, 0, 1, 1, 1, 1, 1, 1]","[42.29881754259969, 33.68319740739314, 33.42299612618794, 36.31120679061103, 38.30586487693743, 40.39451732598126, 45.59125512334282, 42.134482505613114, 36.73591961071566, 36.96275062017917, 31.729693243094758, 36.050310615703374]"
C00010,41,6,16899.01,5,0.47781361287409796,114.47809594760936,11.579019695236797,109.96183326405757,18,56.48177855193165,0,"[137.12933790357476, 124.80633529374732, 109.92729640296432, 130.8981810801787, 99.56516487189404, 95.63371403306729, 115.47984487361778, 114.66285647068791, 115.74892064940741, 110.55761369642524, 114.99887086728215, 104.32901522846534]","[1, 0, 0, 2, 1, 3, 1, 0, 5, 2, 1, 2]","[67.65756219414533, 61.57757720888069, 54.236482192071634, 64.58320271158996, 49.12396163851746, 47.18424265709727, 56.97602647364182, 56.57293662774763, 57.10878443276086, 54.54747130743048, 56.73872110015344, 51.47437407914313]"
C00011,32,12,9434.2,1,0.5484667372166225,164.88353504354384,9.418886569102693,155.363090100979,12,94.34915181289607,0,"[176.93459618123686, 163.35141959940802, 173.41386537104728, 172.37693490871132, 164.0017407046998, 152.36674984342457, 160.1093608731844, 177.9204799277465, 172.03800281013062, 159.1529707940388, 160.29611061194106, 146.6401888969572]","[2, 2, 3, 2, 2, 1, 0, 0, 0, 0, 0, 0]","[101.24497313602829, 93.47244940234015, 99.23035132666939, 98.63700215093442, 93.84457415496692, 87.1868352920646, 91.61728848001994, 101.80911251625652, 98.44305946275269, 91.07002587586832, 91.72414984400223, 83.91000011284937]"
C00012,40,36,9241.39,4,0.39394847632551183,74.39927205640495,8.216617845807903,76.87711870797251,5,35.05761313116428,0,"[65.86139180793593, 70.46326125874874, 63.80691466642296, 95.21888420156623, 75.71020767221049, 68.14625635265824, 77.06924982001719, 73.59210949585757, 72.29163327752453, 80.42893555338189, 81.64828493351158, 68.55413563702412]","[0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0]","[31.034486366105185, 33.20292907296941, 30.066398066002236, 44.86800358192834, 35.67533790707246, 32.11113530435367, 36.315730918050214, 34.67727079716702, 34.06447458440253, 37.89884536832731, 38.47341387765228, 32.30333172994065]"
C00013,10,24,8887.25,2,0.837428327014513,126.95239879032334,11.471077498433159,131.07982859609325,6,67.04971414731295,1,"[141.24863409738376, 127.20693050232646, 117.80446012993441, 141.63259763328037, 131.77451201479715, 115.99700475205277, 124.45013423184801, 117.5813931962033, 112.49363313777427, 135.56746064010082, 145.38390628685246, 112.28811886132651]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 0]","[74.60024883476137, 67.18414467949549, 62.218244414871904, 74.80303858564572, 69.59650582961072, 61.263639637209174, 65.72814696965114, 62.10043195693567, 59.41333930789323, 71.59974581188224, 76.78428648089638, 59.30479725890231]"
C00014,51,12,31503.85,3,0.36747524821083066,102.22726923671019,8.574101654371319,96.96994092104546,13,49.1480314605325,1,"[99.06913905114959, 99.31601736587811, 114.54577289823852, 115.1356301357545, 101.96872055441055, 115.87129308014335, 91.34364955659497, 105.77153387972638, 92.79565155548994, 96.86093416200788, 102.32676364010858, 91.72212496101989]","[0, 1, 1, 2, 1, 0, 3, 2, 0, 1, 1, 1]","[47.62969019136504, 47.74838242749535, 55.070425847313864, 55.3540128225223, 49.02372843584426, 55.70769913151926, 43.91548943493874, 50.852015451106105, 44.61357166344084, 46.56804661843993, 49.195865606009356, 44.09744989639489]"
C00015,21,6,21851.03,3,0.44595933626449236,123.78157676708967,10.542634326541728,123.77010718764076,13,63.66669047123887,1,"[141.43903246146527, 121.16413272285287, 105.12471864928534, 137.44370293011187, 117.99207769879146, 110.12476275166189, 125.58757110338745, 122.53500505449742, 132.65759627010016, 132.8504095086532, 124.38226056724596, 114.07765148702318]","[2, 0, 2, 2, 0, 0, 1, 3, 1, 1, 1, 0]","[72.7487509487745, 62.32041581435862, 54.070590292396446, 70.69376493836114, 60.68887862886406, 56.64234829163037, 64.59559835401883, 63.025519971971875, 68.23204503428639, 68.33121795725548, 63.97565041967772, 58.67550500327121]"
C00016,12,6,17730.96,4,0.2883229194305896,89.46396657974573,12.138622453511868,91.055191605375,12,39.63363568638643,0,"[92.96822273435657, 76.04532373350848, 62.04774895065697, 87.44144239039703, 112.41303821348995, 84.29004858996464, 87.12885354333048, 104.8225237863504, 93.24482219876923, 89.85187478514246, 92.44561947560953, 90.86808055537301]","[1, 3, 0, 2, 3, 0, 0, 0, 1, 0, 0, 2]","[41.18606419021119, 33.68901214346042, 27.48791464414514, 38.737632636755286, 49.800356202426265, 37.34152648848451, 38.59915193935384, 46.43766511037247, 41.30860114919801, 39.80548378434383, 40.954544529753974, 40.25567541813217]"
C00017,34,24,11018.78,2,0.45085138718281115,66.17883208197816,21.57557400505616,38.50685660064111,2,32.61173586798909,0,"[91.27534424239177, 84.11517431959996, 87.99280998393778, 94.1265339993739, 81.50885005951488, 62.16053957260586, 48.39039410485432, 79.79547793888648, 49.26029096064962, 43.413626253751055, 37.63930917763842, 34.46763437053386]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[44.97884480652932, 41.45044209910839, 43.36127107718757, 46.383859738630825, 40.16609247125552, 30.63159373139714, 23.84591419112023, 39.32177356619696, 24.274583685596177, 21.39345267842035, 18.547973279948383, 16.985029090478225]"
C00018,39,24,9673.02,3,0.6871356786294922,144.90508766174904,10.301334109544463,151.63776183050703,7,76.91515398678708,0,"[126.85613513765247, 134.3447943151135, 145.92708671827688, 130.25540714516472, 151.05001366389453, 142.96011950867577, 143.05850954284762, 155.35966142846496, 154.1360389893769, 147.5270883444122, 164.17339216433194, 143.21280498277696]","[0, 1, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1]","[67.33482809835691, 71.30978427887084, 77.45762779550995, 69.13915073546882, 80.17686092419777, 75.88277115325792, 75.93499626661459, 82.46440808206233, 81.81491323103378, 78.30690350721288, 87.14270797950779, 76.01689578935134]"
C00019,44,24,34652.67,2,0.49247305951503034,132.30188895708838,6.890192007915458,134.80446262746213,11,61.0023852107965,0,"[134.60207407511444, 129.6913896356812, 132.98651081793312, 136.86244004138848, 116.91119372322574, 120.75947872605893, 141.90242918466728, 136.40689792304363, 133.0868654755615, 135.3394934670663, 138.85942648735318, 130.21446792796692]","[0, 1, 1, 2, 0, 0, 0, 3, 1, 2, 1, 0]","[62.06296552247653, 59.79872374796843, 61.3180539197484, 63.10518582997907, 53.905970135252275, 55.680355716548874, 65.42904803330896, 62.895142299973024, 61.36432592335017, 62.40297836858449, 64.02596585358849, 60.03990717877923]"
C00020,51,6,14242.02,2,0.3153533507778191,54.061856923471204,12.777069517330474,51.97632332139607,6,25.130177297379905,1,"[69.98587979758838, 48.0037264372359, 81.86978946797457, 58.52740132245489, 53.490837044640074, 41.107151499924534, 54.742081589871916, 40.0308580274496, 45.05558793032628, 67.48458866060595, 38.97139777471684, 49.47298352886543]","[0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[32.532318860526274, 22.31410878117512, 38.05644943979232, 27.205946219535846, 24.864743743817968, 19.108296758021005, 25.44637373312017, 18.6079912316016, 20.94369260252354, 31.36961574003018, 18.115510478889203, 22.997079979525736]"
C00021,16,36,19204.4,7,0.4433369368334773,100.57661252488595,10.180784212433027,102.06022634820333,11,46.951043753762264,0,"[104.81846625503543, 90.53096349335969, 128.4800102408614, 94.47014315156547, 97.56424585984796, 92.36551793998227, 106.09455813526371, 97.35675309928304, 89.0580130788222, 104.64423061012585, 105.37119719519835, 96.1652512392858]","[1, 1, 1, 2, 0, 1, 1, 1, 0, 1, 2, 0]","[48.93122040797231, 42.261546907789, 59.97687166894716, 44.1004296444748, 45.544814655943156, 43.11795123410018, 49.526923963683075, 45.447953154692435, 41.573946106529554, 48.849883950298405, 49.18924554825257, 44.89173780246452]"
